Sentence,Opinion
The crasher is fixed.,1
I don't think anyone has done side-by-side comparisons.,0
I can confirm that the issue still exists in Ubuntu Gutsy.,1
i don't see anything intresting in logs after freeze and reboot.,0
This bug was fixed in the package gnome-mount,1
"This bug still baffles me. Upstart is barely involved in shutting down the machine, so it should make no difference which version is running.",0
Bzr53 is causing sticking titles for me too.,1
I don't understand how the specific fix would work,0
I also have this problem. You could use xtightvnc instead. This one works.,1
"However, I don't hear any sound when I login/logout, even though these feature are enabled (be default).",0
I have the same card in my toshiba A205 and installing the latest release candidate for the driver fixed it for me,1
"Hi Dmitry, nice to meet you! Thanks your this information, I take a look on this package but I'm not sure it can meet the Ubuntu packaging policy since it seems to be only an alienized rpm package.",0
I have a customer reporting this same issue and looking forward to provide any further information needed to advance this through resolution.,1
Actually I gave up a long time ago. I went out and bought a mac.,0
this appears to have worked properly and has caused no detectable regressions.,1
this is still not fixed.,0
The --fstrans=0 workaround did the job for me.,1
patch isn't working good,0
"Okay, so we both have 4306 rev 02. I'll have to give the latest kernel another go.",1
i don't think this is a duplicate.,0
"Based on Jiahua Huang's work, here is the patch I've verified to be in good shape and can be applied to latest bzr trunk.",1
"My kernel is 2.6.22-14-386 , I tried removing vesafb from blacklisted modules and modprobe it / added it to initramfs modules , but this problem still persist.",0
this seems like a good patch but i haven ' t tested it since i don ' t have a test case,1
"What I meant is that EXA isn't tested by many. Those who have report it is slower, and there are some remaining bugs.",0
"I am experiencing the same error message Lionel got but, for me, running the dpkg command which worked for Lionel does not resolve the problem on my PC.",1
"People says that it may be somehow related to acpi. And, again, not related to Firefox.",0
"Yes, also seeing it named 'ubufox' in the Firefox Add-ons window is sort of surprising, sounds unpolished",1
"hi mehul dixit, there is no solution yet.",0
"Thanks, hedgefighter! Adding both udev rules, in the two different files as you describe, worked for me too.",1
I don't think this bug is related to ligbtk,0
"good point, i would mark this as wishlist",1
donnie: i don't think it's the same issue ...,0
This works for me in Jaunty as of yesterday afternoon/evening.,1
"Thanks Johan, unfortunately your patch do not apply correctly.",0
I have a Dell Latitude D600 with Radeon 9000 IGP and am also having problems.,1
"Markus, I don't think your bug is a duplicate of this.",0
Bug #128052 has a workaround which works for me,1
"however, the diff.gz is not a form i can really use.",0
Experienced this same problem while receiving emails in Evolution today.,1
"Surely over 100 users are NOT wrong about this bug which we are still experiencing, can someone change this back please, one users installation vs 100 is not right.",0
"exactt- I would agree based on the ""throwing away 2 bytes"" part of that bug.",1
"Bug is not fixed, and it is very VERY annoying. People can not switch to Ubuntu because of this bug, which was mentioned in 2002 year!",0
"i completely agree, this is a massive bug, due to not knowing what's going on when the system boots.",1
Still doesn't work for my Presario X1000 Radeon RV250. Not sure if gxlinfo returns wrong number.,0
If I disable my wireless with the hardware button I also experience this problem.,1
"Unfortunately I've just discover that after the message ""Disabling IRQ #7"" the USB don't recognize any new device.",0
"after further out-of-band discussion, we agreed not to transition lvm, evms or md devices at this time, and the corresponding changes have been implemented.",1
so I can't get more information this way...,0
"Right, I forgot: It is a local printer connected with USB.",1
the sdk has the rule to branch when needed. i don ' t want to add special rules here.,0
the kboot bit itself is fine.,1
i don't use other protocols.,0
Tested lupin-support_0.16+locale113_all.deb. It works fine,1
"No action here for some time, unsubscribing ubuntu-sru.",0
chmod'ing 755 /sbin/klogd did work around the problem though.,1
The new p2 update manager does not work in the PPA version.,0
i have the same problem.,1
No I didn't. I have reinstalled my machine and now I'm on Tribe 3 and Thunderbird ( version 2.0.0.5 (20070723) ) don't reproduce this bug.,0
"I appriciate you digging so deep into this bug Brian, I've given up personally! I have it on my desktop machine where the harddisks are connected through SATA interface. It happenes still in lucid...",1
"FWIW, on my Dimension 9150 the sound card wasn't working",0
"epiphany-webkit is not really usuable yet, why do you want a build? if you want to debug it you should better try to build directly the svn version",1
The new patch let them shrink back to normal automatically. After going to 20 tasks and back the icons are much better/beautifuler/less blurry and still have the same size,0
The solution proposed by mlind works.,1
I just hit this bug as well. But unfortunately I can't re-trigger it at the moment.,0
"this also looks fine to me, so +1.",1
"I don't know whether the 2.0.1 packages you've just created work, but i guess they will.",0
I agree this is a better way of doing it.,1
"I also don't think this should be too difficult, as getdeb.net is offering ubuntu packages that work fine.",0
i totally agree.,1
"The implementation doesn't match the spec, and there is a contradiction in the spec itself.",0
i can confirm that the fix works in my case.,1
Richards issue sounds like a different one to me.,0
Workaround works for me too,1
Definitely not a media problem as it works fine on another machine....,0
I can confirm that the wireless-tools script is causing this issue for me.,1
"I just upgraded from gutsy to hardy alpha 2 and I am using the generic kernel 2.6.24.2-2.8. Unfortunately, the problem is still present; even worse",0
"Thank you for fixing this bug so fast, so I just need to wait for the next release.",1
"Just after sending the comment I realized a lot of things are missing in that script. It does dock, but then disconnect doesn't work.",0
Further confirmation of this problem on quad-core Dell 9200 root,1
"All of the stack traces are against previous versions of the source, which makes it more challenging to track down a segfault.",0
"same kernel panic here, on an amd64 single-core processor, gigabyte k8u-939 motherboard.",1
File encrypted as I'm not sure it doesn't contain any sensitive info (too tired to review the whole thing). Thanks,0
Same sound card.,1
X11 output makes the picture quality suck big time. it's not good enough.,0
I have got the same problem with my iPod 5.5G and Banshee from the standard repos.,1
"I've justed tested and I can confirm this problem is still present in Jaunty, as Aleksey and bug #371477 suggest.",0
your suggestion is indeed much better,1
i haven't been able to reproduce the bug when i run the chourave's diagnostic script: the system has always resumed perfectly so far.,0
I am having the same problem with my Dell optiplex GX620.,1
"The bug we had before the last driver update didn't let us suspend at all. I'll try again tomorrow with the latest driver on Gusty and check acpi-support because last time I tried, suspend work but it got stuck on resume",0
i also had this issue after gutsy2hardy update with nvidia card.,1
Bah - wrong bug report!,0
"Yes, I emailed back earlier, the new version is working perfectly again.",1
"I installed the 7.12 driver today and at first suspend didn't work for me. Later I reinstalled using envy and now suspend works, however resume doesn't work though.",0
"The same here, my laptop doesn't shutdown when the battery is critical.",1
"Safari doesn't use it, and Rob confirmed that IE doesn't use it on Windows 7.",0
"hi robert, thanks for the update. this sounds promising.",1
this is a completely different machine than the one i used when i first reported this bug...,0
"Eddie and kim, wow nice work figuring it out if it is what is causing it in the real world",1
"Hi All, There is a serious bug which may affect some people subscribed to this report so I wanted to pass along the information.",0
"yes. i update system today, i found it occurs again. so i think it is a kernel error in 22-14 package. i hope it is resolved when released in 10.18. marco.proserpio writed",1
"thanks phoenix for your hints, but that's not what i want/need.",0
"Gene: this ""patch"" thing means that it'll be fixed in Ubuntu, and generally the fix, seeing as it's not that important, will be available in the next version of Ubuntu (8.10).",1
I have a feeling this is a dup of another bug thatFirefox doesnt support something that compiz uses i have to locate that bug to be sure.,0
"i can confirm this happens not only in the beta and rc, but also in the final 7.10 ""gutsy"" version of ubuntu.",1
"i disagree :) what you are describing is a very different use-case of the CV in general, and distinctly different from what the original idea that was developed.",0
"Yes, but the problem is that splash screen can NOT be enabled by ANY way.",1
This seems to be an issue on some distributions (hardy 8.04) we have installed.,0
"liminal, I believe this should be fixed as soon as possible purely due to the severity of the bug.",1
"I confirm it does not work on D830. It did not work with Tribe-5, after 1st update it worked, but since second update it does not.",0
"Yes, same issue with the latest version.",1
"In my case (Ubuntu 9.10, 64 Bit, BOINC 6.10.17), nothing stops the BOINC computation - not even typing in a terminal.",0
Installing xserver-xgl solved the problem in my case.,1
"It just blew up. I hadn't tested it much, and now I'm having trouble removing the module, I don't have network access, and everything is generally screwed up.",0
thanks for this bug report and for your contribution to ubuntu.,1
"If it can't possibly be done in the window manager, this bug should be Invalid, and bug 409539 should no longer be a duplicate.",0
I also have a Dell Inspiron 6400 (a.k.a. E1505) with ipw3945. It worked flawlessly under Feisty.,1
"i get no errors, just the Database thing shown below.",0
sounds good to me,1
The error compiz is outputting is not something compiz has an effect on.,0
"Brian Many thanks for looking in to this, I have added the information you requested to the bug. Please don't hesitate to ask if you need anything else.",1
"the beta 173.08 nvidia driver does not resolve the issue, i tested it yesterday.",0
Works here.,1
"Hi Leann, Unfortunately due to bandwidth limitations I cannot download the alpha. I don't think this is the right solution.",0
confirmed on Gateway MX6930,1
themes do not appear to have any effect on the drag border.,0
"using #ifdefs like the upstream code may be a good idea, but you seem to have found the cause of your issue.",1
i dont see the problem at all! sorry.,0
Confirm fix. Everything's working again.,1
"I have the problem with my computer (10.10), laptop's(10.04 and 9.10) and now with my new installed server. Mouse is crazy, clicking en all over the screen.",0
ok i got the hardy alpha 5 and the sound is ok with good quality..,1
"However, when I put the CD back in to test it, I got: Cannot Mount Volume: Invalid mount option when attempting to mount the volume",0
"Matthew: That's right. This bug report is not created because wakeups occur, but because there are 50 wakeups/second per cd drive.",1
This bug was nominated for Gutsy but does currently not qualify for a 7.10 stable release update (SRU) and the nomination is therefore declined.,0
Martin - please do remove -proposed. I believe this package works.,1
"These are all devices that are not a mouse, keyboard or in some cases a mobile phone.",0
"As Ted Gould points out, this seems to be a bug with compiz or X, not gnome-screensaver.",1
Not fixed,0
Same Problem on a Vaio VGN-FZ21M,1
"i20060110-1026 i can no longer click some elements in the packages view and suddenly the label gets corrupted into"" org.ec..""",0
i am having the same issue as eric bursley.,1
"No, for me is still reproducible.",0
I'm having the same problem as ajnasz. I get a Disabling IRQ #19 (64bit),1
"Not sure, This but is a result from suspending to ram, and then waking it up, but I guess I could try, what options do you want from valgrind?",0
I can confirm this issue....,1
"And I don't think that that is actually happening. Because you are moving from the filebrowser, SqlCollectionLocation doesn't notice that it's dealing with a file already in the collection, and therefore doesn't use the special code that stops it from removing files from the source collection.",0
"You can still use tools from the RO partition while it should give the same type of write-free safety as unmounting,",1
"And I wasn't able to reproduce this bug on my machine at work, although both home and work machines run Debian/testing (but have different hardware).",0
"Chris Halse Rogers his patch works for me. The digital output of my Nvidia hda card (on a Asus p5n-e) doesn't work after the update, analog was working fine. After the patch it's all working again :)",1
"I'm seeing it work fine for WEP , however I happened across an unsecure (open) network earlier this week and couldn't connect.",0
Same here - and no bluetooth devices!,1
"It 's not a really new issue, it started more than one week ago but I forgot to report it",0
"Looks like this bug has been fixed in Hardy and involves Gutsy only. The attached debdiff (based on Milan's patch) fixes this issue. Built, installed and tested.",1
Steve - Its unlikely unless it gets fixed upstream with ALSA 1.17 which eventually get backported to Hardy LBM.,0
confirm: steve's workaround works for me in gutsy.,1
psypher: Turning off swap definitely doesn't help for me as I've tried it with or without swap.,0
"On my Latitude D630 Sound is working too. The nonlinear volume Control appears here too, but this is an other issue. I think.",1
Sorry to have further muddied the waters. I would suggest using this issue to deal with problems specifically related to this IDE controller. I again apologize for adding to the confusion with my previous post.,0
I just tested with the daily live CD (version 2008-03-19). I was able to duplicate the problem.,1
I can't check this problem anymore because the computer that was mentioned in the original post was thrown away a long time ago.,0
"Sounds fine to me, I guess...",1
"As mentioned in the upstream bug report, the sound problem is intermittent. Mostly, it doesn't work. But even when I do get sound, I cannot capture and get the same message mentioned by Burt.",0
Adam: I can confirm the behaviour you describe with kernels before May (e.g. 2.6.22). The problem seems to have been fixed in later 2.6.26 kernels.,1
"this is just imho, but personally i don't see much value in a ""resize"" (or hdv) button.",0
I can confirm this problem on Asus eee 1000H. It is detected as Logitech wheelmouse.,1
i see that this is the only solution but that will harm a lot of themes including mine that has created the window border design for one pixel width.,0
"Oliver is perfectly right about the gdm, due to my present problems with using ldm I am very much up to date on how to setup gdm 8-) Best, r.r.",1
it does not seem like there will be a fix in feisty ...,0
The same happened to me. I am running Gutsy with the latest updates.,1
"dotty, this cannot be fixed with python code.",0
"Yes, the patch works.",1
"sorry, but i disagree with that solution. the underlying problem is described in https://issues.kolab.org/issue3801 and https://issues.kolab.org/issue2869, this is a bug in the kolab server, it s not reporting an error when logging in without the domain name and instead just lists no folders",0
i'm glad to say that the issue appears fixed for me too in hardy today.,1
"Sorry, I could not see the relevance, as I understand.",0
"I agree that it is convenient to be able to set a default value from the place it is used (e.g., the Image->Scale dialog) instead of having to open the Preferences and find the corresponding option.",1
Didn't get the result I expected,0
"Bryce, yes that sounds reasonable, although the data is only from one single user.",1
so I don't think it's Ubuntu-specific.,0
I don't have the problem with a recent kernel any more. It works for me.,1
i had tried xfce awhile back under gdm and that did not work.,0
"I have this same problem, I've just tested using Ubuntu 8.10 beta, It happens the same problem using 8.04, but there is no problem with 7.10.",1
"however, it is not obvious to me that these patches will fix the bug you have attached them to (which is almost certainly fixed in gutsy anyway).",0
I'm having this issue as well (Ubuntu 9.04 64-bit).,1
Bug is still present in Nautilus version 1:2.20.0-0ubuntu7 but is now intermittent.,0
"Hi, I can confirm that MSI M662 has the same touchpad and has the exactly same behavior listed above.",1
impossible to do it again because i cannot connect to the net.,0
"@clovepower, I think you are right.",1
"however, it is not portable at all.",0
"Happens here too on a brand new T61 with irq 23, pretty much same backtrace, with latest kernel from gutsy.",1
"looks like your patch never made it into udev, mdz.",0
"i guess you ' re right martin, but this will make the patch a little bit more complicated as the current patching mechanism is not very helpful in counting added/removed lines",1
it seems gnome 2.18 won't include this patches.,0
@Miika-Petteri Matikainen: Patch3 works beautifully for me! Corrects the issues I had originally.,1
Actually I would like not to add yet another entry in intl.css but to fix it in aboutMozilla.xhtml.,0
"i second mike's description of the problem, above.",1
i don't think gnome was configured to use pulseaudio as far as i didn't configure anything.,0
roma's solution worked for me!,1
"The same casper-rw file system corruption happens here in the Lucid 10.04.2. I was first tricked to believe there were bad blocks, then realized I was wrong after more test and Google to this thread. I know Steve's patch is not for the Lucid but I still tried, hoping it will work.",0
seems to work fine now.,1
both ekiga 3.2.5 and ekiga-snapshot give me this error on Karmic. I cannot use my sip programs even if I stop the moblock,0
"I can confirm that this bug is still an issue on Ubuntu 9.10, and that the workaround suggested by Pablo Rodr铆guez works.",1
"In my case, Master doesn't do a thing, but PCM instead changes volume just fine.",0
Can confirm that setting wireless rate to 5.5M works wonders. Getting consistent 450 KB/s transfer rates now and seems stable.,1
to me it's not really an option.,0
"i guess you ' re right martin, but this will make the patch a little bit more complicated as the current patching mechanism is not very helpful in counting added/removed lines",1
I think they just made the scrolling a bit faster but they didn't make a way for us to set the scroll speed. So the upstream bug wasn't really the same as the downstream one.,0
"I unchecked the ""use time"" box in gconf, and it's working fine.",1
Smashing my head against this right now. I see that those Jaunty packages depend on newer versions of libc and stuff. I'm currently running Intrepid but this is a production box and I don't really want to use a development version.,0
I solved my problem,1
but keeping backups of kernels all the time isn't a nice solution either.,0
"I agree that it is convenient to be able to set a default value from the place it is used (e.g., the Image->Scale dialog) instead of having to open the Preferences and find the corresponding option.",1
"i don't believe this is related to the exact package being installed, rather the installer itself or a back-end process.",0
"KamleshUbuntu, thanks for the update. This sounds promising for you.",1
"no, i do not use a virtual private network.",0
Mario Carrion's comment was an insipration. I took a guess and added this to /etc/modprobe.d/alsa-base options snd-hda-intel model=thinkpad-t61p at the very end of the file.,1
"According to the wiki page above, my card shouldn't be blacklisted.",0
the file is working fine for me...,1
"There's no need to disable MSI for the whole kernel, one can fix this applying appropriate flags to a forcedeth module",0
I get the same buggy video playback.,1
Jon Phillips does not represent any organization through this email address.,0
this seems like a good patch but i haven ' t tested it since i don ' t have a test case,1
"i just tried removing active-updates.xml and that didn ' t seem to help. in fact, i can ' t seem to find the .mar file from the second update cycle anywhere on my hdd.",0
The proposed workaround solved the issue for me !,1
"Jared, Igor and Exactt and others with problems introduced in recent Ubuntu versions: This bug is related to something introduced in Gutsy (version 7.10). I still (!) have problems related to this.",0
"status confirmed i agree, the least we should do is give a proper error.",1
"It may not be related, but we were having speed issues with tracker in some computers here",0
Alex claims this to be fixed in gutsy.,1
kdesu version 1.1-0ubuntu2.2 doesn't fix it.,0
In my system I had the same problem.,1
I have just noticed this bug marked won't fix and wishlist.,0
i can confirm that the package posted by pavel rojtberg fixed this problem for me.,1
"It was fixed a while ago for most camera's (see earlier in this bug report), but the D40x is still broken",0
"after completely uninstalling network-manager, all problems solved, the card works nicelly.",1
phaserman: this is not the same problem as your link.,0
"i am having the same 'gnome-terminal' problem, except my computer is far away in a server room, so i am using nx client to log into it.",1
"crap, sorry, that should have been ubuntu. not baltix",0
"Yes, I did, and it seems to work as a workaround",1
"i don't think i loged in and out, as i'm the only one using this machine, and don't usually log out, but i've seen this abnormal behaviour several times.",0
"Confirming Vitor Lamas Gatti's comment; it works great on 7.04, but crashes on 7.10.",1
"anyway, this is not something to be fixed, but rather a change that needs to be discussed with people like e.g. leinir.",0
i have tried it with a nvidia raid controller and it works!,1
"Thanks for your bugreport. I can not reproduce this behaviour here, If I use 0.59.23 I get the upgrade button.",0
"i have exactly the same problem, but not only in ubuntu, but also with the gparted-livecd 0.3.7-5.",1
tried to boot on different machines and different cd drives with no success.,0
"I had the same problem, i have ubuntu karmic amd64.",1
I'm still seeing the issue with my machine updated to hardy and using linux-image-2.6.24-11-generic. On boot I get dropped to a busybox shell because the hdd/controller cannot be initialized.,0
"Yes. The intention here is to respond to events instead of having absolute values like the previous design. So that unplugging is an event that is responded to, and so is plugging in or going idle.",1
"i don't think ntpd can help me here, as it is designed to correct small time drifts, update daylight savings etc.",0
Actually I am having the same problem too,1
"Sorry, it's been available since 1.2.3, but it hasn't been included in any Ubuntu package.",0
I've been having the same issue since Feisty.,1
I'm still running ubuntu 8.04 but actually don't have reproduced the bug since I bought this new PC.,0
"Yes, the patched kernel is for jaunty, but you don't need to change to jaunty to try it out. Simply download the linux-image .deb file for your architecture (i386 or amd64) and install it with gdebi or with dpkg -i then reboot into the new kernel.",1
the fix for zthe applet to not run on ltsp clients.,0
The problem is the same and the update don't resolve nothing....,1
"Tim, the option should be not defined by default, which means auto-rotate for best fit on image files.",0
"#10 Well, it actually is a bug.",1
Martin - It looks like with the fixes in DKMS and kernel that kernel-packages in Gutsy proposed is no longer relevant. I think it is safe to remove.,0
"Yes, I did, and it seems to work as a workaround",1
but i wouldn't call it the white screen of death.,0
This bug was fixed in the package epiphany-browser - 2.22.3-1ubuntu1,1
some flash videos wont play but its not really a showstopper IMHO. same package no changes needed other than changelog to get it to build and run in feisty.,0
I agree in full that the new problem of not being able to receive files from Symbian devices is a new problem and should be tracked in a different bug.,1
I don't agree with the priority assignment either.,0
"I had the bug just after installing ubuntu. So it was with the normal configuration. I have another Ubuntu 7.10 virtualized using Virtual Box and it is affected by this bug, so you can try if you want.",1
the script-fu-select-to-foo scripts are deprecated and do not any longer register a menu entry,0
i absolutely agree that this should be marked high priority.,1
"We don't need most of the information you post, we'll tell you when we want something more.",0
"Hi, I am relatively new to Ubuntu. I am presently using HP 6940 and I have the same complaints. I tried the 'sudo aa-complain cupsd' command with no luck.",1
I've tried booting the new kernel and it makes no difference unfortunately.,0
Brian this fix seems to of worked I now have a res of 1280x800 :) Many thanks.,1
I just tried Kai's fix on a Dell Inspiron 1501 Radeon Xpress 200M runnning Gutsy. No luck though!,0
"Hi, yes it is a very good piece of software. I would like to see it in Ubuntu. Vincent",1
it is still not fixed.,0
"Hi, on my acer-extensa 5620 i had the same problem with internal mic.",1
"i don't think this is worthy of an sru, but it will get picked up the next gutsy lum release.",0
"Hi Dan, new package needs to be included in current Ubuntu development version first before it can be considered for a stable release. Then then the package go though SRU or backport process. I hope this helps.",1
I don't think that this should be dependent on being able to resize freely at all...,0
It is very useful tool and I use it weekly to manage my photos and videos.,1
Update - Aaron says he does not have an ETA for adding 8400M support.,0
I have a customer reporting this same issue and looking forward to provide any further information needed to advance this through resolution.,1
Still not working for me.,0
i also get this error on booting the live cd on my desktop here are the specs of the computer.,1
"The desktop apps didn't slow down significantly or grey out at all (I was running FF3 RC1, a vmware VM, and Thunderbird). I also recently switched to the 32bit kernel, but I don't think the 32bit 2.6.24-17 kernel was any different from the amd64 one with respect to desktop responsiveness under disk I/O load.",0
Indeed the package in proposed is working. Thanks,1
"FWIW, I'm not nearly as keen on disabling that one, and am fairly-to-surely likely to WONTFIX such a bug.",0
"again, i think it ' s a brilliant idea martin",1
"@mirco: your issue is completely different, since you use different hardware.",0
This was working fine for me on my ThinkPad X61T laptop until the latest Kernel this worked fine.,1
"I firstly failed to connect to a unsecured network, but then after that failed, I tried the WPA2 EAP-TTLS/PAP network, and it connected. NM still doesn't store anything in the gnome-keyring, which seems broken in general.",0
I can confirm that Shawn Fisher's fix works just fine on my machine.,1
"sudo /etc/init.d/gdm start Does not work, I get a blank screen.",0
"This was confirmed as fixed for two people, Chris still experienced it.",1
This issue was once fixed already and I have a feeling that this isn't system-config-printer related anymore.,0
I think the most simple solution to this is just to have a simple key for all PPAs.,1
I was able to find the NLS class but I didn't find the BundleFinder class.,0
I have the same reports as to highlight/wrap combinations as Luca.,1
"Hi, I had terribly fluctuating speeds on the SATA drives in my machine, and it sometimes the entire OS would stall and sometimes not. I'm not 100% sure this Ubuntu bug report applies to my situation.",0
"All done: License questions is solved (GPLv3), simple-patchsys.mk removed and made it lintian clean.",1
don't really think i'm capable of looking through them and finding out what is wrong.,0
"I am a Canadian and had the same problem, but I seem to have found a work-around.",1
thank you gareth for your help but your solution doesn't work for me,0
"The crash happend only on the first run of thinderbird after installing it on a fresh Tribe 2 install. I installed the package ""thunderbird"". Everything is working for the second run.",1
This has not been observed any more since Tribe 3,0
thanks a million sebastian trueg. i really appreciate k3b and its ease of use.,1
you've a long running connection to a web server where you're downloading lots of data so i don't think it's the same cause.,0
"Thank you Daniel Stoyanov for your report, is the crash reproducible? if so, would you please indicate a test case to reproduce it. Indicate which extensions/plugins do you have enabled. Thanks in advance",1
the software is non functioning and misleading.,0
This bug was fixed in the package notification-daemon,1
Still broken in Intrepid COMMENTNUM Red Hat Bugzilla #485588,0
"good point, i have released this clarification to head",1
I am a very unexperienced Linux user,0
"comment on attachment 555658 thunderbird patch v1 this looks fine, although there may be some ambiguity between whether we are just indexing messages really slowly or are working some other type of jobs",1
"Please do not keep posting +1 comments, it only creates extra bugmail and does not have any constructive purpose.",0
Yeah. I thought about ext4 too.,1
"I think I still can't really ask for sponsorship in this upload, and the next one, didn't know dput would have commented here.",0
Thanks Helton. I have put it in rc.local for now.,1
"No pauses, no windows greying out, and FF3 was responsive all the way through. It's a pity that the server kernel doesn't configure the sound card etc, otherwise I'd just use it instead of the generic one.",0
I agree that Albert's idea makes sense.,1
"One more comment on this; I can understand the ""conservative"" behaviour, but when an array was degraded, the boot process halted with NO MESSAGE indicating what was wrong.",0
Thanks; in the end I got it to work by building the _rpy2051.so library from source using the steps described by Diwakar Gupta on 31 Oct. 2007.,1
"Hi, I tried the riverfr0zen's tip, but it didn't fix a thing.",0
I have been working with my T61 the whole day using the new BIOS and as far as I can tell the problem seems to be really gone,1
"Unfortunately, I'm still seeing this problem with the latest Gutsy libgtk.",0
i just did as before sudo apt-get install module-assistant (useless cause you already have it if it's not the first time you do the trick) sudo m-a update sudo m-a prepare sudo m-a a-i alsa and it works as before.,1
I don't know if that did something to screw up what I mention below. The compiz thing has been NOT starting right from the get go.,0
"Now that NM 0.7 has landed in jaunty, it would be great if the patch could be applied to the released package.",1
i cannot get bt to connect beyond pairing in any gusty package.,0
I can confirm this.,1
"also, we should keep in mind that emptying this file on session startup may not be sufficient.",0
I use to have the same problem with when I installed Debain Etch.,1
"@manty01actual, this has nothing to do with your scsi.This is just a bug in the Broadcom PATA chipset driver.",0
"Now, after the patch, I was able to successfully upgrade from 7.04 to 7.10",1
"Thanks for taking the time to report this bug. Unfortunately we can't fix it, because your description doesn't yet have enough information.",0
"Hi, This is probably the same cause as bug 136837. Thanks, James",1
Note that this was NOT fixed when Ubuntu Beta ISOs were created - it's still very present in Beta LiveCD...,0
worked fine in Feisty.,1
"Ok, I don't want to hijack the bug comments but if you're interested here's my xorg.conf for xinerama with fglrx which works with no kernel module as described.",0
My experience has been the same as Don Melcer's (above);,1
you bug report is probably not related to this one as it is about a different video card.,0
i agree that the names are quite confusing,1
"I don't think it was actually fixed, if you look at the upstream report.",0
Works for me. Thanks Sebastien!,1
I don't think I had them with 52... It happens if my mouse happens to sweep through all the icons on my dock. The only way to get the titles to disappear is to hover back over the icon.,0
I'd like too! Ready to learn!,1
i disagree that it is a regression that is critical for feisty;,0
I have exactly the same problem as Jack on Lenovo X61 tablet.,1
"On average it took 38 seconds using the beta (trackerd disabled, no deskbar applet). However, with the latest updates it takes about 50 seconds.",0
Installing xserver-xgl solved the problem in my case.,1
i am unable to reproduce this bug here.,0
ok i got the hardy alpha 5 and the sound is ok with good quality..,1
"Sorry, Charlie, I did not realise my comment was lost. I typed it this morning, after doing the test. Perhaps I did not hit the ""post"" button, or the data was lost somewhere else.",0
"But I agree, that some more details wouldn't do any harm - I will try to do that in the future.",1
"I've looked around for ages searching for a solution, following everything that has been mentioned or linked to in the posting above to no avail.",0
I think I may have this same bug with Intrepid Ibex.,1
this was unfortunately not reproducible (or i did something different in betweeen).,0
I'm seeing a similar problem since the gutsy upgrade that would kind of support the video thesis of naught101.,1
i think forcing the keyboard to act like a windows one is a bad idea.,0
this debdiff looks good. thanks for getting it tested!,1
"Cheese neither works correctly with the driver here, but I think it's a problem with Cheese. so cheese might be broken, not the driver.",0
"jrfrost 's solution seems to fix my problem, me, the original reporter almost one year ago!",1
"Suspend is working fine on Gusty and Hardy, but not resume. I always end up with a black screen and some white and orange ""artefact"" at the top left and bottom right of the screen when the computer resume and I can't do anything, except hitting the power switch.",0
"To first questtion, that part code just base on others' patch, I agree upon reading it is better.",1
"In addition to the solution posted by Diwaker Gupta, I found that the source code in rpy.py file needs to be changed",0
"I agree auto dectect string encoding is difficult, especially short string like audio file tags, there no perfect solution.",1
i am not sure where to write it so it won't be overwritten ps2 mouse erratic - parity errors - lost synchronization errors https://bugs.launchpad.net/bugs...,0
"Bryce, yes that sounds reasonable, although the data is only from one single user.",1
My personal experience led me to the conclusion that K3B doesn't not play well on some configurations.,0
"Thanks to plun and EricPadman. ... $ export LD_LIBRARY_PATH=/usr/lib/firefox $ export MOZILLA_FIVE_HOME=/usr/lib/firefox works for me, too.",1
"anyway, it did enhance the overall performance a bit but unfortunately it didn't solve my main problem - it only puzzled me further!",0
"dmidecode (on Feisty) attached - pretty much the same as Krzysztof's, except the BIOS is at a later revision (2.5.1 vs 2.5.0)...",1
I don't believe the GUI reads your .bashrc so you could set it in /etc/skel/.bashrc,0
Hi there!! I was facing the same problem of you guys.,1
Simple answer: no.,0
but I'm not convinced that the corruption is caused by libc6 because corruption of other packages have occurred as well.,1
i don't think this is a driver problem either.,0
"Hi Richard, thanks for the notice on that commit.",1
commenting the virtual line in xorg did not work for me.,0
This is fixed in our current local repository and it will be part of the next upload.,1
"Looks like they're still working on the ath5k driver, however, since it's been included in the master kernel git tree it means that it's passed whatever standards drivers typically need to be included in the kernel.",0
"johannes, i agree with peter, there is a 180 second delay in the code in an ""if"" block just before the suggested location for the patch.",1
"hardy didn't manage any better either, and both were clean installs.",0
"I believe this bug (""The suspend scripts do not restore the cpufreq governor on resume."") is the same as this other bug from 2006:",1
"Hi, not at all, I don't have access to the server nor can ask the admins to change this policy company wide.",0
We've put some fixes in and they've not worked as well as we'd like so there's still some work to do.,1
"malcolm: no, i cannot confirm this.",0
I can confirm that this is busybox. I get segfaults when calling 'busybox mount -o move ...',1
It does not happen every time to me either!,0
Same happens to me on Ubuntu Karmic alpha 6 (64bit) with Firefox 3.5 and flash 10.0.32.18,1
so I don't think that is the problem.,0
It'd be helpful if you were to do some research into this extension and add information about its license etcetera to the wiki page,1
I thought I waited long enough - I had read that comment about the 180s delay - but I didn't. I just tested it again and booting with a detached disc continues after 3 minutes.,0
I agree with vnieto. Simon's route is fine too.,1
Found another small regression.,0
i have the switch user white screen problem as described by exactt as well,1
So the workaround isn't reliable and this package should have it's importance put back to 'High' or at least 'Medium'.,0
"Thanks, Michael Hofmann, for the testing. Patch approved for feisty-proposed",1
Stathis nothing happens.The problem still exist.,0
I have no objection to closing this out and considering it an extension problem.,1
