Bug Number,Sentence Number,Sentence
52271,4.2,Pavel Šimerda wrote:
52271,4.3,> This got rejected very quickly.
52271,4.4,> > I thought that if you branch something_DOUHAO_ the new branch knows about the > original (parent) one and can have new commits merged.
52271,4.5,When you branch before the first commit_DOUHAO_ the two branches have nothing in common.
52271,4.6,None of their files have the same ids_DOUHAO_ etc.
52271,4.7,One could be a Linux tree and the other could be Samba_DOUHAO_ for all we know.
52271,4.8,> This is what one would expect.
52271,4.9,If not_DOUHAO_ it would be nice to give a > reasonable warning_DOUHAO_ I'd like to see one try "bzr merge -r 0.
52271,4.10,1" > without knowing about it.
52271,4.11,We believe merging unrelated trees is almost always an accident.
52271,4.12,But in addition_DOUHAO_ you cannot merge in a tree with no commits_DOUHAO_ because the last-committed revision is used to determine the common ancestor with the other branch.
52271,4.13,> Maybe "bzr pull" would do better.
52271,4.14,Pull will not work properly if you've added the files independently in each tree_DOUHAO_ because every time you add a file_DOUHAO_ it's considered unique.
52271,4.15,> If this is true_DOUHAO_ that the mistake is that bzr allows you to branch en > "empty" branch.
52271,4.16,That's actually useless if it doesn't make a proper > branch (of the original).
52271,4.17,I agree there's a problem: if you've added the files twice (once in each branch)_DOUHAO_ then we haven't explained the bzr model to you properly.
52271,4.18,Aaron -----BEGIN PGP SIGNATURE----- Version: GnuPG v1.4.1 (GNU/Linux) Comment: Using GnuPG with Thunderbird - http://enigmail.mozdev.org iD8DBQFEsmIG0F+nu1YWqI0RAmh1AJ9tFvQgOoMRu7mDCDwnTlzfMMPm8ACdGF8u 5ZmNAH7ttNsFKh7B3nzPENM= =ZeNk -----END PGP SIGNATURE-----
52271,5.1,I haven't added files twice.
52271,5.2,Why should I?
52271,5.3,I don't need to be tought the bzr model_DOUHAO_ I'm just learning bzr commands.
52271,5.4,I still think that when you can create "a branch of something" and you cannot "merge again"_DOUHAO_ something is wrong.
52271,5.5,You either should not create branches of empty (zero-revision) branches (so the error message belongs to 'bzr branch') or if you can_DOUHAO_ you should be able to merge again (as was written in the documentation).
52271,5.6,I don't know what is better.
52271,5.7,But this way you are prevented to merge *related* branches (related because one is derived from the other).
52271,5.8,The only difference from the usual case is that the files are not yet in the branch (but they will be soon).
52271,5.9,Or would you accidentally use "bzr branch http://_DOUHAO_ _DOUHAO_ _DOUHAO_ _DOUHAO_ " instead of "bzr init"?
52271,5.10,I could have added different files to different derived branches.
52271,5.11,But intentionally.
52271,5.12,I don't think I am that stupid.
52271,5.13,I agree that this is not so important.
52271,5.14,But still it doesn't seem to be correct behaviour.
52271,5.15,Cheers
52271,6.1,-----BEGIN PGP SIGNED MESSAGE----- Hash: SHA1
52271,6.2,Pavel Šimerda wrote:
52271,6.3,> I haven't added files twice.
52271,6.4,Why should I?
52271,6.5,Well_DOUHAO_ it's hard to know what you've done without having seen it.
52271,6.6,I've been assuming you did something like this: bzr init foo bzr branch foo bar bzr tar -xzvf foo-1.2.4.tar.gz -C foo bzr add foo bzr branch bar bzr tar -xzvf foo-devel.tar.gz -C bar bzr add bar bzr commit foo cd bar bzr merge If you simply want to mirror the latest changes from foo to bar_DOUHAO_ then merge is the wrong command to use.
52271,6.7,Merge applies the changes to the working tree only_DOUHAO_ not the branch_DOUHAO_ so you must commit the changes afterward.
52271,6.8,> I don't need to be tought the bzr model_DOUHAO_ I'm just learning bzr commands.
52271,6.9,You can't predict what the commands will do if you don't know the model.
52271,6.10,I'm talking about things like "all files have a unique identity that is created when you 'bzr add' them." That's different from what CVS or Git or Mercurial do.
52271,6.11,> I still think that when you can create "a branch of something" and you > cannot "merge again"_DOUHAO_ something is wrong.
52271,6.12,Merge is a command that takes the changes in another branch_DOUHAO_ combines them with the changes in your local branch_DOUHAO_ and applies the result to your local tree.
52271,6.13,If you don't have any changes comitted in your local branch_DOUHAO_ you get an error about that.
52271,6.14,I don't see that being a big problem.
52271,6.15,> You either should not create branches of empty (zero-revision) branches
52271,6.16,No_DOUHAO_ you should_DOUHAO_ because you can pull such a branch.
52271,6.17,> (so the error message belongs to 'bzr branch') or if you can_DOUHAO_ you should > be able to merge again (as was written in the documentation).
52271,6.18,That may also be true_DOUHAO_ but I think there's also a documentation issue_DOUHAO_ because you should never want to do this anyway.
52271,6.19,
52271,1.,
52271,6.20,If you have not made any changes in the local branch_DOUHAO_ you want pull_DOUHAO_ not merge.
52271,6.21,
52271,2.,
52271,6.22,If you really want merge_DOUHAO_ that usually means the branches are related.
52271,6.23,In this case_DOUHAO_ you will want to have committed at least once before you branch_DOUHAO_ so that the same file has the same identity in each branch.
52271,6.24,Otherwise_DOUHAO_ merge will not combine the changes properly.
52271,6.25,
52271,3.,
52271,6.26,If you really want merge_DOUHAO_ and the branches are not related_DOUHAO_ you must always specify "-r0.
52271,6.27,-1".
52271,6.28,In this case_DOUHAO_ the trees have different files in them_DOUHAO_ and you're not changes to be combined on a per-file level.
52271,6.29,> I don't know what is better.
52271,6.30,But this way you are prevented to merge > *related* branches (related because one is derived from the other).
52271,6.31,If the branches have no common ancestor_DOUHAO_ then there is no way to intelligently combine their changes.
52271,6.32,When they have no common ancestor_DOUHAO_ their files almost never have any identities in common.
52271,6.33,Using "-r0.
52271,6.34,-1" is a way of combining their changes unintelligently_DOUHAO_ which only works well on unrelated trees.
52271,6.35,> The > only difference from the usual case is that the files are not yet in the > branch (but they will be soon).
52271,6.36,The usual case for merge is that both branches have had changes committed to them_DOUHAO_ and you want to combine those changes together.
52271,6.37,> I could have added different files to different derived branches.
52271,6.38,But > intentionally.
52271,6.39,> > I don't think I am that stupid.
52271,6.40,Adding different files to different derived branches is fine.
52271,6.41,It's add_DOUHAO_
52271,7.1,On Monday 10 July 2006 20:15_DOUHAO_ Aaron Bentley wrote:
52271,7.2,> Pavel Šimerda wrote: > > I haven't added files twice.
52271,7.3,Why should I?
52271,7.4,> > Well_DOUHAO_ it's hard to know what you've done without having seen it.
52271,7.5,> > I've been assuming you did something like this: > > bzr init foo > bzr branch foo bar > bzr tar -xzvf foo-1.2.4.tar.gz -C foo > bzr add foo > bzr branch bar > bzr tar -xzvf foo-devel.tar.gz -C bar > bzr add bar > bzr commit foo > cd bar > bzr merge
52271,7.6,Your assumptions are wrong.
52271,7.7,> If you simply want to mirror the latest changes from foo to bar_DOUHAO_ then > merge is the wrong command to use.
52271,7.8,Merge applies the changes to the > working tree only_DOUHAO_ not the branch_DOUHAO_ so you must commit the changes > afterward.
52271,7.9,Cannot commit if merge fails.
52271,7.10,> > I don't need to be tought the bzr model_DOUHAO_ I'm just learning bzr > > commands.
52271,7.11,> > You can't predict what the commands will do if you don't know the model.
52271,7.12,Ok_DOUHAO_ I'm just bored being explained what I already know.
52271,7.13,There will be many things I can learn_DOUHAO_ though.
52271,7.14,> I'm talking about things like "all files have a unique identity that is > created when you 'bzr add' them." That's different from what CVS or Git > or Mercurial do.
52271,7.15,Ok_DOUHAO_ I know that.
52271,7.16,> > I still think that when you can create "a branch of something" and you > > cannot "merge again"_DOUHAO_ something is wrong.
52271,7.17,> > Merge is a command that takes the changes in another branch_DOUHAO_ combines > them with the changes in your local branch_DOUHAO_ and applies the result to > your local tree.
52271,7.18,If you don't have any changes comitted in your local > branch_DOUHAO_ you get an error about that.
52271,7.19,I don't see that being a big problem.
52271,7.20,> > > You either should not create branches of empty (zero-revision) > > branches > > No_DOUHAO_ you should_DOUHAO_ because you can pull such a branch.
52271,7.21,You could also put (push/pull) into an empty dir or a bzr init-ed branch_DOUHAO_ don't you?
52271,7.22,> > (so the error message belongs to 'bzr branch') or if you can_DOUHAO_ you should > > be able to merge again (as was written in the documentation).
52271,7.23,> > That may also be true_DOUHAO_ but I think there's also a documentation issue_DOUHAO_ > because you should never want to do this anyway.
52271,7.24,> > 1.
52271,7.25,If you have not made any changes in the local branch_DOUHAO_ you want pull_DOUHAO_ > not merge.
52271,7.26,> > 2.
52271,7.27,If you really want merge_DOUHAO_ that usually means the branches are > related.
52271,7.28,In this case_DOUHAO_ you will want to have committed at least once > before you branch_DOUHAO_ so that the same file has the same identity in each > branch.
52271,7.29,Otherwise_DOUHAO_ merge will not combine the changes properly.
52271,7.30,If there's no commit_DOUHAO_ there's no conflict.
52271,7.31,> 3.
52271,7.32,If you really want merge_DOUHAO_ and the branches are not related_DOUHAO_ you must > always specify "-r0.
52271,7.33,-1".
52271,7.34,In this case_DOUHAO_ the trees have different files > in them_DOUHAO_ and you're not changes to be combined on a per-file level.
52271,7.35,Never seen this in any docs.
52271,7.36,> > I don't know what is better.
52271,7.37,But this way you are prevented to merge > > *related* branches (related because one is derived from the other).
52271,7.38,> > If the branches have no common ancestor_DOUHAO_ then there is no way to > intelligently combine their changes.
52271,7.39,When they have no common ancestor_DOUHAO_ > their files almost never have any identities in common.
52271,7.40,> > Using "-r0.
52271,7.41,-1" is a way of combining their changes unintelligently_DOUHAO_ > which only works wel_DOUHAO_
52271,8.1,-----BEGIN PGP SIGNED MESSAGE----- Hash: SHA1
52271,8.2,Pavel Šimerda wrote:
52271,8.3,> On Monday 10 July 2006 20:15_DOUHAO_ Aaron Bentley wrote: >> Pavel Šimerda wrote: >>> I haven't added files twice.
52271,8.4,Why should I?
52271,8.5,>> Well_DOUHAO_ it's hard to know what you've done without having seen it.
52271,8.6,>> >> I've been assuming you did something like this: > Your assumptions are wrong.
52271,8.7,Okay_DOUHAO_ so what are you doing?
52271,8.8,>> If you simply want to mirror the latest changes from foo to bar_DOUHAO_ then >> merge is the wrong command to use.
52271,8.9,Merge applies the changes to the >> working tree only_DOUHAO_ not the branch_DOUHAO_ so you must commit the changes >> afterward.
52271,8.10,> > Cannot commit if merge fails.
52271,8.11,I was trying to explain why I don't think merge is the right operation for your use case.
52271,8.12,It doesn't sound like you want to do that extra commit_DOUHAO_ and you wouldn't have to with 'pull'.
52271,8.13,>>> You either should not create branches of empty (zero-revision)
52271,8.14,>> branches >> >> No_DOUHAO_ you should_DOUHAO_ because you can pull such a branch.
52271,8.15,> > You could also put (push/pull) into an empty dir or a bzr init-ed branch_DOUHAO_ > don't you?
52271,8.16,You can't pull into an empty directory_DOUHAO_ but you can push into one.
52271,8.17,>> 2.
52271,8.18,If you really want merge_DOUHAO_ that usually means the branches are >> related.
52271,8.19,In this case_DOUHAO_ you will want to have committed at least once >> before you branch_DOUHAO_ so that the same file has the same identity in each >> branch.
52271,8.20,Otherwise_DOUHAO_ merge will not combine the changes properly.
52271,8.21,> > If there's no commit_DOUHAO_ there's no conflict.
52271,8.22,If there's no commit_DOUHAO_ there's also no need to merge-- you can pull instead.
52271,8.23,>> 3.
52271,8.24,If you really want merge_DOUHAO_ and the branches are not related_DOUHAO_ you must >> always specify "-r0.
52271,8.25,-1".
52271,8.26,In this case_DOUHAO_ the trees have different files >> in them_DOUHAO_ and you're not changes to be combined on a per-file level.
52271,8.27,> > Never seen this in any docs.
52271,8.28,This definitely falls under "advanced usage".
52271,8.29,Combining unrelated projects is extremely rare.
52271,8.30,> I'm still not sure what to think about it.
52271,8.31,> > My use-case is an early stage of versioned backup_DOUHAO_ when I'm mirroring a > branch to merge later.
52271,8.32,There can be an inital commit or it can be even before > committing.
52271,8.33,The latter was my case.
52271,8.34,Pull is always the right command for mirroring_DOUHAO_ and merge never is.
52271,8.35,Aaron -----BEGIN PGP SIGNATURE----- Version: GnuPG v1.4.2.2 (GNU/Linux) Comment: Using GnuPG with Mozilla - http://enigmail.mozdev.org iD8DBQFEtvRm0F+nu1YWqI0RAsYpAJ0ZMI4INa7m7UbutnILH7edoBl4IwCfYI+1 j36I7HH7QTSMNFHuEwA0ksI= =779f -----END PGP SIGNATURE-----
52271,9.1,On Friday 14 July 2006 03:33_DOUHAO_ Aaron Bentley wrote:
52271,9.2,> Pavel Šimerda wrote: > > On Monday 10 July 2006 20:15_DOUHAO_ Aaron Bentley wrote: > >> Pavel Šimerda wrote: > >>> I haven't added files twice.
52271,9.3,Why should I?
52271,9.4,> >> > >> Well_DOUHAO_ it's hard to know what you've done without having seen it.
52271,9.5,> >> > >> I've been assuming you did something like this: > > > > Your assumptions are wrong.
52271,9.6,> > Okay_DOUHAO_ so what are you doing?
52271,9.7,I created a branche_DOUHAO_ added files_DOUHAO_ and didn't commit yet (actually I forgot to commit).
52271,9.8,Created another branch on the second location using 'bzr branch' and realized that the files are not yet there.
52271,9.9,Commited the files and tried to 'bzr merge'_DOUHAO_ and then I was trying to find out what's wrong.
52271,9.10,(I expected I would later add files to both branches and synchronize them).
52271,9.11,Then I solved with 'bzr pull'.
52271,9.12,> >> If you simply want to mirror the latest changes from foo to bar_DOUHAO_ then > >> merge is the wrong command to use.
52271,9.13,Merge applies the changes to the > >> working tree only_DOUHAO_ not the branch_DOUHAO_ so you must commit the changes > >> afterward.
52271,9.14,> > > > Cannot commit if merge fails.
52271,9.15,> > I was trying to explain why I don't think merge is the right operation > for your use case.
52271,9.16,It doesn't sound like you want to do that extra > commit_DOUHAO_ and you wouldn't have to with 'pull'.
52271,9.17,> > >>> You either should not create branches of empty (zero-revision) > >> > >> branches > >> > >> No_DOUHAO_ you should_DOUHAO_ because you can pull such a branch.
52271,9.18,> > > > You could also put (push/pull) into an empty dir or a bzr init-ed branch_DOUHAO_ > > don't you?
52271,9.19,> > You can't pull into an empty directory_DOUHAO_ but you can push into one.
52271,9.20,> > >> 2.
52271,9.21,If you really want merge_DOUHAO_ that usually means the branches are > >> related.
52271,9.22,In this case_DOUHAO_ you will want to have committed at least once > >> before you branch_DOUHAO_ so that the same file has the same identity in each > >> branch.
52271,9.23,Otherwise_DOUHAO_ merge will not combine the changes properly.
52271,9.24,> > > > If there's no commit_DOUHAO_ there's no conflict.
52271,9.25,> > If there's no commit_DOUHAO_ there's also no need to merge-- you can pull > instead.
52271,9.26,> > >> 3.
52271,9.27,If you really want merge_DOUHAO_ and the branches are not related_DOUHAO_ you must > >> always specify "-r0.
52271,9.28,-1".
52271,9.29,In this case_DOUHAO_ the trees have different files > >> in them_DOUHAO_ and you're not changes to be combined on a per-file level.
52271,9.30,> > > > Never seen this in any docs.
52271,9.31,> > This definitely falls under "advanced usage".
52271,9.32,Combining unrelated > projects is extremely rare.
52271,9.33,> > > I'm still not sure what to think about it.
52271,9.34,> > > > My use-case is an early stage of versioned backup_DOUHAO_ when I'm mirroring a > > branch to merge later.
52271,9.35,There can be an inital commit or it can be even > > before committing.
52271,9.36,The latter was my case.
52271,9.37,> > Pull is always the right command for mirroring_DOUHAO_ and merge never is.
52271,9.38,> > Aaron
52271,9.39,So_DOUHAO_ my first commands are_DOUHAO_ "bzr init; bzr pull _DOUHAO_ " and then merge instead of_DOUHAO_ "bzr branch _DOUHAO_ ; bzr merge" and then merge (again).
52271,9.40,Is it right?
52271,9.41,If this is so_DOUHAO_ it might be stated in the docs.
52271,9.42,Or maybe_DOUHAO_ which would be more than nice_DOUHAO_ some useful warning/error when trying to 'bzr branch' an empty branch (because that's a useless operation - virtually the same as 'bzr init').
52271,9.43,Would you agree about this?
52271,9.44,I don't want to use bugtracker just for discus_DOUHAO_
52271,10.1,-----BEGIN PGP SIGNED MESSAGE----- Hash: SHA1
52271,10.2,Pavel Šimerda wrote:
52271,10.3,> I created a branche_DOUHAO_ added files_DOUHAO_ and didn't commit yet (actually I forgot > to commit).
52271,10.4,> > Created another branch on the second location using 'bzr branch' and realized > that the files are not yet there.
52271,10.5,> > Commited the files and tried to 'bzr merge'_DOUHAO_ and then I was trying to find > out what's wrong.
52271,10.6,(I expected I would later add files to both branches and > synchronize them).
52271,10.7,You shouldn't merge here_DOUHAO_ because you haven't made different changes on each branch.
52271,10.8,>>>My use-case is an early stage of versioned backup_DOUHAO_ when I'm mirroring a >>>branch to merge later.
52271,10.9,There can be an inital commit or it can be even >>>before committing.
52271,10.10,The latter was my case.
52271,10.11,>> >>Pull is always the right command for mirroring_DOUHAO_ and merge never is.
52271,10.12,> So_DOUHAO_ my first commands are_DOUHAO_ "bzr init; bzr pull _DOUHAO_ " and then merge > instead of_DOUHAO_ "bzr branch _DOUHAO_ ; bzr merge" and then merge (again).
52271,10.13,> > Is it right?
52271,10.14,No_DOUHAO_ you said you were mirroring.
52271,10.15,Merge is never the right command for mirroring.
52271,10.16,> If this is so_DOUHAO_ it might be stated in the docs.
52271,10.17,Or maybe_DOUHAO_ which would be more > than nice_DOUHAO_ some useful warning/error when trying to 'bzr branch' an empty > branch (because that's a useless operation - virtually the same as 'bzr > init').
52271,10.18,Would you agree about this?
52271,10.19,A warning might make sense.
52271,10.20,It's not an error.
52271,10.21,You can do: $ bzr branch http://some-long-domain.com/some/long/path then come back much later and do $ bzr pull That way_DOUHAO_ even though it's an empty branch_DOUHAO_ you don't have to remember the URL.
52271,10.22,Aaron -----BEGIN PGP SIGNATURE----- Version: GnuPG v1.4.1 (GNU/Linux) Comment: Using GnuPG with Thunderbird - http://enigmail.mozdev.org iD8DBQFEt6QC0F+nu1YWqI0RAnROAJ0TujU1KQlKNphQkUqO3QRdCyWHZQCdFIv3 E6PYUvGkbpsBEj0ApL7LCiM= =w0YX -----END PGP SIGNATURE-----
52826,1.1,error message
52826,1.2,You will not be able to change your system settings in any way (install_DOUHAO_ remove or upgrade software)_DOUHAO_ because another process is using the packaging system database (probably some other Adept application or apt-get or aptitude).
52826,1.3,Please close the other application before using this one.
52826,1.4,but i have nothing running and this didn't happen until after using easyubuntu to install.
52826,1.5,I even did a fresh install of kubuntu after this happened but i'm still having the same problem.
52826,1.6,I kept my /home directory on a seperate partition so it must have saved whatever the problem was :(
52826,1.7,PLEASE HELP!!!
52826,2.1,You can try to kill the apt-get process (sudo killall apt-get / sudo killall dpkg)
52826,3.1,good idea but nope i get this joey@spiritx:~$ sudo killall apt-get / sudo killall dpkg Password: apt-get: no process killed /: no process killed sudo: no process killed killall: no process killed dpkg: no process killed joey@spiritx:~$ joey@spiritx:~$ sudo killall apt-get apt-get: no process killed joey@spiritx:~$ sudo killall dpkg dpkg: no process killed joey@spiritx:~$ i know it has to be a config in my /user directory somewher cause i'm on a fresh install
52826,4.1,oh and i forgot to say_DOUHAO_ while installing sun java i got some errors and it all stopped_DOUHAO_ not sure if it installed everything elsejoey
52826,5.1,On Thu_DOUHAO_ 2006-07-13 at 03:37 +0000_DOUHAO_ disturbed_spirit wrote:
52826,5.2,> good idea but nope i get this > > joey@spiritx:~$ sudo killall apt-get / sudo killall dpkg
52826,5.3,rather literal_DOUHAO_ run them as seperate commands: sudo killall apt-get sudo killall dpkg > Password: > apt-get: no process killed > /: no process killed > sudo: no process killed > killall: no process killed > dpkg: no process killed > joey@spiritx:~$ > joey@spiritx:~$ sudo killall apt-get > apt-get: no process killed > joey@spiritx:~$ sudo killall dpkg > dpkg: no process killed > joey@spiritx:~$ > > i know it has to be a config in my /user directory somewher cause i'm on > a fresh install dpkg doesnt store information in user home directories_DOUHAO_ just in /var/ >
52826,6.1,Unless we get some more info about this i will have to reject it_DOUHAO_ thanks kk
52826,7.1,rejected: not enough information
54369,1.1,Steps to reproduce: 1.
54369,1.2,File a new bug using the mail interface; 2.
54369,1.3,Wait 5 or so minutes to find out the bug number.
54369,1.4,That's the bug_DOUHAO_ I shouldn't have to wait 5 mins to find out the bug number.
54369,1.5,I should receive an email right after filing the bug with at least the bug number.
54369,2.1,matsubara_DOUHAO_ would you consider this a dupe of bug 41063 ?
54369,3.1,Brad_DOUHAO_ depends how Bjorn will work to improve the email interface by fixing bug 41063 .
54369,3.2,The thing I care when I report a new bug using the email interface is the bug number_DOUHAO_ and I have to wait 5 minutes to discover the number.
54369,3.3,Using the Web UI there's no delay.
54369,3.4,If you say that's going to be fixed by fixing bug 41063 _DOUHAO_ I'd say it's a dupe_DOUHAO_ so please dupe accordingly.
54369,4.1,On Tue_DOUHAO_ Sep 19_DOUHAO_ 2006 at 02:13:22PM -0000_DOUHAO_ Diogo Matsubara wrote:
54369,4.2,> Brad_DOUHAO_ depends how Bjorn will work to improve the email interface by > fixing bug 41063 .
54369,4.3,> The thing I care when I report a new bug using the email interface is > the bug number_DOUHAO_ and I have to wait 5 minutes to discover the number.
54369,4.4,> Using the Web UI there's no delay.
54369,4.5,If you say that's going to be fixed > by fixing bug 41063 _DOUHAO_ I'd say it's a dupe_DOUHAO_ so please dupe accordingly.
54369,4.6,I don't think this bug will be fixed by bug 41063 .
54369,6.1,On 19-Sep-06_DOUHAO_ at 10:39 AM_DOUHAO_ Björn Tillenius wrote: > On Tue_DOUHAO_ Sep 19_DOUHAO_ 2006 at 02:13:22PM -0000_DOUHAO_ Diogo Matsubara wrote: >> Brad_DOUHAO_ depends how Bjorn will work to improve the email interface by >> fixing bug 41063 .
54369,6.2,>> The thing I care when I report a new bug using the email interface is >> the bug number_DOUHAO_ and I have to wait 5 minutes to discover the number.
54369,6.3,>> Using the Web UI there's no delay.
54369,6.4,If you say that's going to be >> fixed >> by fixing bug 41063 _DOUHAO_ I'd say it's a dupe_DOUHAO_ so please dupe accordingly.
54369,6.5,> > I don't think this bug will be fixed by bug 41063 .
54369,6.6,Any delay in sending a new bug notification seems unhelpful in the best case (like matsubara's example)_DOUHAO_ and inaccurate in the worst case (like bug 41063 ).
54369,6.7,So_DOUHAO_ I'm curious_DOUHAO_ how do you plan to fix bug 41063 if not to include sending the newbug mail immediately as part of the solution?
54369,7.1,Maybe we could special-case the bug reporter and send him the notification straight away?
54369,7.2,Of course_DOUHAO_ then we'd need to find a way to avoid mailing him when the 5 minutes batch time are up.
54369,7.3,
54369,8.1,On Fri_DOUHAO_ Mar 16_DOUHAO_ 2007 at 10:48:17PM -0000_DOUHAO_ Christian Reis wrote:
54369,8.2,> Maybe we could special-case the bug reporter and send him the > notification straight away?
54369,8.3,Of course_DOUHAO_ then we'd need to find a way to > avoid mailing him when the 5 minutes batch time are up.
54369,8.4,
54369,8.5,Why not special-case the action instead?
54369,8.6,If it's a new bug_DOUHAO_ send a notification straight away.
54369,8.7,If it's an edit_DOUHAO_ send the batched notification after 5 min.
54369,8.8,I think this would also solve the weirdness presented in bug 41063 .
54369,8.9,Cheers_DOUHAO_ -- Diogo M.
54369,8.10,Matsubara
54369,9.1,Problem there is that if we do that_DOUHAO_ some of the use cases for bug batching is lost: fixing errors you did immediately after submitting the bug_DOUHAO_ or making a public bug later private.
54369,10.1,On Mon_DOUHAO_ 2007-03-19 at 21:52 +0000_DOUHAO_ Christian Reis wrote:
54369,10.2,> Problem there is that if we do that_DOUHAO_ some of the use cases for bug > batching is lost: fixing errors you did immediately after submitting the > bug_DOUHAO_ or making a public bug later private.
54369,10.3,Well_DOUHAO_ I think that these dont really apply with new-bugs-over mail.
54369,10.4,Because the bug is public immediately anyway_DOUHAO_ and visible on the product page etc.
54369,10.5,and errors in the submission aren't really visible to the submitter if they've used email.
54369,10.6,They'd have to look at their sent mail_DOUHAO_ note that its wrong_DOUHAO_ then go to the website to fix things.
54369,10.7,Rob -- GPG key available at: < http://www.robertcollins.net/keys.txt >.
55149,1.1,- Select some user stories and make sure someone could work out how to do them from the manual - Audit that all non-hidden commands are discussed in the manual - Make a dump (e.g.
55149,1.2,to html or text) of all online help and review/audit
55149,3.1,Ianc has been doing some work on this and identified some fixes and some things needing more work.
55149,3.2,Should he close this when everything's been done?
55149,4.1,I don't think 'Ian Chiew' was the right assignee.
55149,4.2,Feel free to correct me.
55149,5.1,> I don't think 'Ian Chiew' was the right assignee.
55149,5.2,Feel free to correct > me.
55149,5.3,You're right.
55149,5.4,-- Martin
55149,6.1,I've made a heap of progress on doc in 0.90.
55149,6.2,The User Guide needs some attention still before 1.0 but the rest is now in pretty reasonable shape I think.
55149,7.1,Shouldn't we close that bug and open some more specific ones ?
55149,8.1,I'll be spending a good chunk of the last week of September and much of October working on Bazaar documentation.
55149,8.2,On Monday I'm going to email the bazaar mailing list with my proposed plan of work to get the docs in shape for 1.0's release.
55149,10.1,Going by our bug guidelines we should not have done the last two releases - critical is 'block a release'.
55149,10.2,This really is high at most; and unless someone is volunteering to do a significant amount of writing in the next couple of weeks it won't be done for the next release.
55149,11.1,I agree with Ian that this can be closed_DOUHAO_ although we still have more documentation work for the future.
55794,1.1,The original 'version_info' plugin was originally meant as an experiment_DOUHAO_ that would ultimately make it into core.
55794,1.2,(So that bzr releases could keep track of what version they came from).
55794,1.3,Get it 'bzr version-info' merged_DOUHAO_ and integrate it into the setup.py process.
55794,2.1,a public reminder to myself to do it.
55794,2.2,plugin is at: http://bzr.arbash-meinel.com/plugins/version_info/ Or from launchpad: https://launchpad.net/products/bzr-version-info
55794,3.1,Blocked on getting Registry into core_DOUHAO_ so that version_info can keep a nicer list of formats
55794,4.1,On Mon_DOUHAO_ 2006-08-28 at 17:45 +0000_DOUHAO_ John A Meinel wrote:
55794,4.2,> Blocked on getting Registry into core_DOUHAO_ so that version_info can keep a > nicer list of formats
55794,4.3,I dont think Registry should be a requirement - version_info is good_DOUHAO_ Registry just makes it better.
55794,4.4,-Rob -- GPG key available at: < http://www.robertcollins.net/keys.txt >.
55794,5.1,It isn't a strict requirement.
55794,5.2,But since Registry should land soon_DOUHAO_ I was waiting for it to show up_DOUHAO_ so I can clean up 'version_info' while I'm merging.
55794,5.3,But yes_DOUHAO_ they are independent_DOUHAO_ and version info could be merged first if we get blocked on the Registry stuff.
55794,6.1,related to bug 5275
55794,7.1,The code has been merged_DOUHAO_ awaiting review to see whether it will be 0.11 or 0.12
72501,1.1,xserver-xorg-video-i810 and other video drivers depend on a specific ABI from libdri_DOUHAO_ which should be represented by a depends: entry in the package.
72501,2.1,What is the name of the ABI?
72501,3.1,Ubuntu >xserver-xorg-video-i810
72501,4.1,please dont set this to the individual driver_DOUHAO_ it affects many packages and that will hide it.
72501,4.2,It does not need triage at this point_DOUHAO_ its been filed in conjunction with a relevant developer
72501,5.1,Thanks for reporting this bug in Ubuntu.
72501,5.2,Can you please test to see if it occurs in Feisty or a newer version of Ubuntu?
72501,6.1,Have a chat with Adam Conrad.
72501,6.2,The problem is the libdri ABI is unversioned - or was.
72501,6.3,Its not a matter of testing though_DOUHAO_ because unless there is skew nothing is wrong ;).
72501,8.1,There are a lot of drivers_DOUHAO_ and we only ship one libdri.
72501,8.2,The drivers just have to work with the version we have_DOUHAO_ and Depends does not solve anything.
72501,8.3,If some driver happens to have issues_DOUHAO_ it needs patching.
72501,9.1,On Sat_DOUHAO_ 2007-12-22 at 21:18 +0000_DOUHAO_ Timo Aaltonen wrote:
72501,9.2,> There are a lot of drivers_DOUHAO_ and we only ship one libdri.
72501,9.3,The drivers > just have to work with the version we have_DOUHAO_ and Depends does not solve > anything.
72501,9.4,If some driver happens to have issues_DOUHAO_ it needs patching.
72501,9.5,I think you entirely miss the point of the bug then.
72501,9.6,Its about ABI not API and patching is irrelevant.
72501,9.7,status triaged -- GPG key available at: < http://www.robertcollins.net/keys.txt >.
72501,12.1,Ok_DOUHAO_ let me think about this for a second.
72501,12.2,libdri.so is provided by xserver-xorg-core (source: xorg-server)_DOUHAO_ which happens to conflict with video drivers that do not Provide the correct video driver ABI (currently xserver-xorg-video-2).
72501,12.3,That Provides is generated automatically when the drivers are built against the xserver.
72501,12.4,xorg-server also build-depends on a compliant mesa (which builds libgl1-mesa-dri_DOUHAO_ which contains all the foo_dri.so -drivers).
72501,12.5,So_DOUHAO_ where exactly do we need some extra Depends?
72501,13.1,uh_DOUHAO_ s/compliant/compatible/ :)
72501,14.1,On Thu_DOUHAO_ 2007-12-27 at 23:08 +0000_DOUHAO_ Timo Aaltonen wrote:
72501,14.2,> Ok_DOUHAO_ let me think about this for a second.
72501,14.3,> > libdri.so is provided by xserver-xorg-core (source: xorg-server)_DOUHAO_ which > happens to conflict with video drivers that do not Provide the correct > video driver ABI (currently xserver-xorg-video-2).
72501,14.4,That Provides is > generated automatically when the drivers are built against the xserver.
